2018-02-27 16:45:23.829 [restartedMain] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter -Bean with name 'dataSource' has been autodetected for JMX exposure
2018-02-27 16:45:23.839 [restartedMain] INFO  o.s.jmx.export.annotation.AnnotationMBeanExporter -Located MBean 'dataSource': registering with JMX server as MBean [com.alibaba.druid.pool:name=dataSource,type=DruidDataSource]
2018-02-27 16:45:23.858 [restartedMain] INFO  o.s.context.support.DefaultLifecycleProcessor -Starting beans in phase 2147483647
2018-02-27 16:45:28.066 [restartedMain] INFO  o.s.s.a.ScheduledAnnotationBeanPostProcessor -No TaskScheduler/ScheduledExecutorService bean found for scheduled processing
2018-02-27 16:45:28.072 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper -Context refreshed
2018-02-27 16:45:28.086 [restartedMain] INFO  s.d.s.web.plugins.DocumentationPluginsBootstrapper -Found {0} custom documentation plugin(s)
2018-02-27 16:45:28.094 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner -Scanning for api listing references
2018-02-27 16:45:28.097 [restartedMain] INFO  s.d.s.web.ClassOrApiAnnotationResourceGrouping -Group for method index was securitycontroller
2018-02-27 16:45:28.098 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner -Request mapping: index belongs to groups: [[ResourceGroup{groupName='securitycontroller', position=0, controller=com.personal.controller.SecurityController}]] 
2018-02-27 16:45:28.099 [restartedMain] INFO  s.d.s.web.ClassOrApiAnnotationResourceGrouping -Group for method add was usercontroller
2018-02-27 16:45:28.099 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner -Request mapping: add belongs to groups: [[ResourceGroup{groupName='usercontroller', position=0, controller=com.personal.controller.UserController}]] 
2018-02-27 16:45:28.100 [restartedMain] INFO  s.d.s.web.ClassOrApiAnnotationResourceGrouping -Group for method age was usercontroller
2018-02-27 16:45:28.100 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner -Request mapping: age belongs to groups: [[ResourceGroup{groupName='usercontroller', position=0, controller=com.personal.controller.UserController}]] 
2018-02-27 16:45:28.100 [restartedMain] INFO  s.d.s.web.ClassOrApiAnnotationResourceGrouping -Group for method logout was app-controller
2018-02-27 16:45:28.100 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner -Request mapping: logout belongs to groups: [[ResourceGroup{groupName='app-controller', position=0, controller=com.personal.controller.AppController}]] 
2018-02-27 16:45:28.100 [restartedMain] INFO  s.d.s.web.ClassOrApiAnnotationResourceGrouping -Group for method clearAll was cache-controller
2018-02-27 16:45:28.101 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner -Request mapping: clearAll belongs to groups: [[ResourceGroup{groupName='cache-controller', position=0, controller=com.personal.controller.CacheController}]] 
2018-02-27 16:45:28.101 [restartedMain] INFO  s.d.s.web.ClassOrApiAnnotationResourceGrouping -Group for method clear was cache-controller
2018-02-27 16:45:28.101 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner -Request mapping: clear belongs to groups: [[ResourceGroup{groupName='cache-controller', position=0, controller=com.personal.controller.CacheController}]] 
2018-02-27 16:45:28.101 [restartedMain] INFO  s.d.s.web.ClassOrApiAnnotationResourceGrouping -Group for method index was cache-controller
2018-02-27 16:45:28.101 [restartedMain] INFO  s.d.spring.web.scanners.ApiListingReferenceScanner -Request mapping: index belongs to groups: [[ResourceGroup{groupName='cache-controller', position=0, controller=com.personal.controller.CacheController}]] 
2018-02-27 16:45:28.102 [restartedMain] INFO  s.d.s.web.ClassOrApiAnnotationResourceGrouping -Group for method cutPage was usercontroller
